Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr,is_commercial,is_residential,Price_per_sqft,floor_level
Offering You 1020 Sq Ft Flat To Sale In Race Course Near To Dbbl Atm,2.0,2.0,7.0,vacant,1020.0,cumilla,"Wooden Pole Road, Race Course",race course,0.36,0.0,1.0,3529.41,medium
A 1190 Sq Ft Apartment For Sale Is All Set For You In Cumilla Near Bagichagaon Primary School,3.0,3.0,4.0,vacant,1190.0,cumilla,"South Bagichagaon, Bagichagaon",bagichagaon,0.53,0.0,1.0,4453.78,medium
"Available In Ashoktala , A 1400 Sq.Ft Apartment For Sale, Near Ranir Bazar Jame Masjid",3.0,3.0,4.0,vacant,1400.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.49,0.0,1.0,3500.0,medium
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Diabetic Hospital Road, Bagichagaon",3.0,3.0,8.0,vacant,1265.0,cumilla,"West Bagichagoun, Bagichagaon",bagichagaon,0.51,0.0,1.0,4031.62,medium
Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Sale In North Bagichagaon Close To Bagichagaon Jame Masjid,3.0,3.0,9.0,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.6,0.0,1.0,4000.0,high
Office For Sale In Jhautola Close To Jhautola Jame Masjid,,,1.0,vacant,1000.0,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola",jhautola,0.5,1.0,0.0,5000.0,low
Visit this apartment for sale of 1316 SQ FT in Manoharpur near Comilla Victoria Government College,3.0,3.0,9.0,vacant,1316.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.57,0.0,1.0,4331.31,high
"Start Your New Home, In This Reasonable And Comfortable 1380 Sq.Ft Flat Which Is Up For Sale In North Bagichagaon, Nearby Bagichagaon Govt. Primary School.",3.0,3.0,6.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.52,0.0,1.0,3768.12,medium
A Ready 1470 Sq.ft Apartment For Sale In North Bagichagaon Near Bagichagaon Govt. Primary School,3.0,3.0,6.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,3809.52,medium
Check This Cozy And Nice 1470 Sq Ft Flat Just What You Are Looking For In A Home At North Bagichagaon Is Up To Sale,3.0,3.0,6.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,3809.52,medium
Check This Apartment Up For sale At West Bagichagoun Near Diabetic Hospital.,3.0,3.0,7.0,vacant,1265.0,cumilla,"West Bagichagoun, Bagichagaon",bagichagaon,0.52,0.0,1.0,4110.67,medium
Covering 1020 Sq Ft Space A Flat Is Up For Sale In Moghultoli Nearby Shah Suja Masjid,2.0,2.0,7.0,vacant,1020.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.41,0.0,1.0,4019.61,medium
Sophisticated Style! This 3 Bedroom Flat For Sale In Ashoktala Is All About It .,3.0,2.0,8.0,vacant,1100.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.44,0.0,1.0,4000.0,medium
For Selling Purpose This 1358 Sq.Ft Flat Is Now Vacant In Thakur Para Near To Thakurpara Jame Masjid,3.0,3.0,6.0,vacant,1358.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.52,0.0,1.0,3829.16,medium
"See, This 1470 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In North Bagichagaon",3.0,3.0,7.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,3809.52,medium
"1220 Square Feet Flat For Sale In Kandirpar With A Nice Neighborhood, To Relax By",3.0,3.0,9.0,vacant,1220.0,cumilla,"AK Fazlul Haq Road, Kandirpar",kandirpar,0.46,0.0,1.0,3770.49,high
"A 1330 Sq Ft Residential Apartment For Sale At Sadar Hospital Road, Monohorpur",3.0,3.0,1.0,vacant,1330.0,cumilla,"Sadar Hospital Road, Monohorpur",monohorpur,0.53,0.0,1.0,3984.96,low
For Selling Purpose This 1080 Sq.Ft Flat Is Now Available In South Thakur Para Nearby Thakurpara Jame Masjid,2.0,2.0,6.0,vacant,1080.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.38,0.0,1.0,3518.52,medium
"Start Residing In This 1450 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3.0,3.0,7.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55,0.0,1.0,3793.1,medium
"To Live A Secure Life You Can Take This 1028 Sq Ft Flat For Sale At Munsef Bari Road, Kandirpar",3.0,3.0,9.0,vacant,1028.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.51,0.0,1.0,4961.09,high
"915 Sq Ft Flat Is Available For Sale In Kandirpar, Manoharpur",2.0,2.0,6.0,vacant,915.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.47,0.0,1.0,5136.61,medium
"1239 Sq Ft Convenient Apartment Is Here Ready For Sale In Women Collage Road, Kandirpar",3.0,3.0,2.0,vacant,1239.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.67,0.0,1.0,5407.59,low
"Grab This 1260 Sq Ft Flat Available For Sale In Thakur Para, Madina Masjid Road",3.0,2.0,8.0,vacant,1260.0,cumilla,"Madina Masjid Road, Thakur Para",thakur para,0.68,0.0,1.0,5396.83,medium
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1050 Sq Ft Space In Madina Masjid Road, Thakur Para",3.0,2.0,7.0,vacant,1050.0,cumilla,"Madina Masjid Road, Thakur Para",thakur para,0.55,0.0,1.0,5238.1,medium
"The Vacant 1100 Sq Ft Flat For sale Comes With Superb Apartment Facilities And That Is Within Your Affordability At Madina Masjid Road, Thakur Para",3.0,2.0,7.0,vacant,1100.0,cumilla,"Madina Masjid Road, Thakur Para",thakur para,0.6,0.0,1.0,5454.55,medium
"This 1050 SQ Ft apartment up for sale in Bagichagaon, near XTREME ZONE",,,,,,cumilla,Bagichagaon,,0.42,0.0,1.0,,
Flat For Sale Covering A Beautiful Area In Ashoktala Nearby Ashoktala Jame Masjid.,,,,,,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.64,0.0,1.0,,
A Lucrative 5000 Sq.ft. Business Space Is Up For Sale In The Great Location Of Jhautola Near To Medi Hospital (pvt) Ltd,,,,,,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola",jhautola,5.0,0.0,1.0,,
Covering With 1500 Sq Ft Space A Flat Is Up For Sale In Bagichagaon Close To Bagichagaon Jame Masjid,3.0,3.0,11.0,vacant,1500.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.6,0.0,1.0,4000.0,high
Nice Flat Of 1550 Square Feet Is Up For Sale In Jhautola,3.0,3.0,12.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.65,0.0,1.0,4193.55,high
We Are Offering This Family Friendly Apartment Of 1500 Sq Ft For Sale In Jhautola,3.0,3.0,6.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6,0.0,1.0,4000.0,medium
Lovely apartment up for sale spanning over 1410 SQ. FT. located on Jhautola near to Mercantile Bank Limited is waiting for you to make it home!,,,,,,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.56,0.0,1.0,,
Jhautola Is Giving You A 1500 Square Feet Flat For Sale,3.0,3.0,8.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6,0.0,1.0,4000.0,medium
Buy This Amazing 1547 Sq Ft Flat At Jhautola,3.0,3.0,8.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.7,0.0,1.0,4524.89,medium
1415 Square Feet Flat Is Up For Sale In Mogbari Choumohoni,3.0,3.0,3.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.57,0.0,1.0,4028.27,low
With An Awesome Environment This 1390 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3.0,3.0,9.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,4028.78,high
This 1500 Sq.Ft Convenient Flat Is For Sale Beside To Jhawtola Central Jame Mosque.,3.0,3.0,6.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6,0.0,1.0,4000.0,medium
"Start Residing In This 1390 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3.0,3.0,7.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.53,0.0,1.0,3812.95,medium
A Comfortable And Convenient 1415 Sq.Ft House Is For Sale At Mogbari Choumohoni,3.0,3.0,2.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.57,0.0,1.0,4028.27,low
A Comfortable And Convenient 1470 Sq.ft House Is For Sale At North Bagichagaon Close To Bagichagaon Govt. Primary School.,3.0,3.0,8.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.59,0.0,1.0,4013.61,medium
"A Contemporary Cozy Flat Of 1350 Sq Ft Is Up For Sale Is Situated In Rammala Road, South Thakur Para",3.0,3.0,8.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.73,0.0,1.0,5407.41,medium
Lovely Apartment Of 1327 Sq Ft Is Up For Sale In Thakur Para,3.0,3.0,8.0,vacant,1327.0,cumilla,"Baganbari Road, Thakur Para",thakur para,0.69,0.0,1.0,5199.7,medium
"To Live A Secure Life You Can Take This 1151 Sq Ft Flat For Sale At Baganbari Road, Thakur Para",3.0,2.0,7.0,vacant,1151.0,cumilla,"Baganbari Road, Thakur Para",thakur para,0.6,0.0,1.0,5212.86,medium
Verify This 1180 Sq Ft Flat Available For Sale In Thakur Para,3.0,2.0,8.0,vacant,1180.0,cumilla,"Madina Masjid Road, Thakur Para",thakur para,0.64,0.0,1.0,5423.73,medium
Fulfill Your Desire Of Buying A Nice 1390 Sq Ft Flat In North Bagichagaon,3.0,3.0,6.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.53,0.0,1.0,3812.95,medium
A 1400 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3.0,3.0,8.0,vacant,1400.0,cumilla,"Nazrul Avenue, Ashoktala",ashoktala,0.49,0.0,1.0,3500.0,medium
"This 1233 SQ Ft apartment ready for sale at Manoharpur, near Comilla Victoria Government College",3.0,3.0,9.0,vacant,1233.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.53,0.0,1.0,4298.46,high
A Decent 1050 Sq Ft Flat Which Is Near To Dutch-bangla Bank Limited Is Now For Sale In Jhautola,2.0,2.0,4.0,vacant,1050.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.42,0.0,1.0,4000.0,medium
We Have A 1300 Sq.ft And 3 Bedroom Flat For Sale In The Location Of North Bagichagaon.,3.0,3.0,7.0,vacant,1300.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.52,0.0,1.0,4000.0,medium
"Start Residing In This 1300 Sq Ft Properly Developed Flat For sale, In Bagichagaon",3.0,3.0,9.0,vacant,1300.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.49,0.0,1.0,3769.23,high
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3.0,3.0,7.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.58,0.0,1.0,4013.84,medium
Check This 1415 Square Feet Flat In Mogbari Choumohoni For Sale Which Is Ready To Move In,3.0,3.0,5.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.56,0.0,1.0,3957.6,medium
A 1470 Sq Feet Flat For Sale In North Bagichagaon,3.0,3.0,9.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.59,0.0,1.0,4013.61,high
A Nice Flat Of 985 Sq Ft Is Up For Sale In West Bagichagoun,2.0,2.0,8.0,vacant,985.0,cumilla,"West Bagichagoun, Bagichagaon",bagichagaon,0.39,0.0,1.0,3959.39,medium
This 1450 Sq Ft Apartment Is Assuring You A Nice Environment To Reside By In North Bagichagaon,3.0,3.0,6.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55,0.0,1.0,3793.1,medium
We Are Happy To Present This Modern 1375 Sq Ft Apartment In North Bagichagaon,3.0,3.0,6.0,vacant,1375.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.52,0.0,1.0,3781.82,medium
Establish Your Peace In This Nice 1450 Sq Ft Apartment For Sale At North Bagichagaon,3.0,3.0,9.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.58,0.0,1.0,4000.0,high
Choose Your Destination At 1080 Sq Ft Flat Which Is Available For Sale In Thakur Para Near To Modina Jame Masjid,3.0,2.0,6.0,vacant,1080.0,cumilla,"Thakur Para Road, Thakur Para",thakur para,0.41,0.0,1.0,3796.3,medium
This 1000 Sq.Ft Flat In West Bagichagoun With A Convenient Price Is Up For Sale,2.0,2.0,7.0,vacant,1000.0,cumilla,"West Bagichagoun, Bagichagaon",bagichagaon,0.38,0.0,1.0,3800.0,medium
An Apartment Of 897 Sq.Ft Is Up For Sale In Thakur Para Beside To Thakurpara Jame Masjid,2.0,2.0,7.0,vacant,897.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.31,0.0,1.0,3455.96,medium
Buy This 1358 Sq.Ft Flat At South Thakur Para For The Ideal Urban Lifestyle You Dream About.,3.0,3.0,7.0,vacant,1358.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.48,0.0,1.0,3534.61,medium
With An Awesome Environment A 1375 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3.0,3.0,7.0,vacant,1375.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.52,0.0,1.0,3781.82,medium
"When Location, And Convenience Is Your Priority This 1415 Sq.Ft Flat Is For You Near Chotora Moddho Para Jame Masjid.",3.0,3.0,8.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.57,0.0,1.0,4028.27,medium
Evaluate This Amazing 1550 Square Feet Flat Available For Sale In Jhautola,3.0,3.0,12.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.65,0.0,1.0,4193.55,high
Checkout This 915 Sq Ft Flat Available For Sale In Kandirpar,2.0,2.0,7.0,vacant,915.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.47,0.0,1.0,5136.61,medium
Get Comfortable In A Flat For Sale In Manoharpur Nearby Comilla Victoria Government College,,,,,,cumilla,"Manoharpur, Kandirpar",kandirpar,0.3,0.0,1.0,,
"1162 SQ FT apartment is up for sale in Race Course, near Cumilla Markaj Mosjid",,,,,,cumilla,"Noor Masjid Road, Race Course",race course,0.41,0.0,1.0,,
A 3 Bedroom And 1547 Sq Ft Flat For Sale Near Jhawtola Central Jame Mosque,3.0,3.0,9.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.62,0.0,1.0,4007.76,high
View This 1445 Square Feet Flat For Sale In Mogbari Choumohoni,3.0,3.0,4.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.58,0.0,1.0,4013.84,medium
"1175 Sq Ft Flat For Sale In Manoharpur, With Splendid Features And Price",3.0,3.0,7.0,vacant,1175.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.5,0.0,1.0,4255.32,medium
"Great Location! Check Out This 1239 Sq Ft Flat For Sale In Women Collage Road, Manoharpur",3.0,3.0,11.0,vacant,1239.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.67,0.0,1.0,5407.59,high
"Look At This Nice 750 Sq Ft Flat Is Up For Sale At Talpokur Par, Bagichagaon",2.0,2.0,3.0,vacant,750.0,cumilla,"Talpokur Par, Bagichagaon",bagichagaon,0.3,0.0,1.0,4000.0,low
"1547 Sq Ft Residential Apartment Is Up For Sale At Jhautola, Shahid Khawaja Nizamuddin Road",3.0,3.0,13.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.7,0.0,1.0,4524.89,high
"This Flat In Shahid Khawaja Nizamuddin Road, Jhautola With A Convenient Price Is Up For Sale",3.0,3.0,13.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6,0.0,1.0,4000.0,high
Grab This 1550 Square Feet Flat Up For Sale In Jhautola,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.65,0.0,1.0,4193.55,high
1550 Sq Feet Flat For Sale In Jhautola,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.65,0.0,1.0,4193.55,high
In The Location Of Jhautola An Adequate 3 Bedroom House Is For Sale .,3.0,3.0,9.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6,0.0,1.0,4000.0,high
This 1350 Sq Feet Flat For Sale In Thakurpara Close To Thakurpara Jame Masjid.,3.0,3.0,3.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.51,0.0,1.0,3777.78,low
"Dwell In This Apartment Of 1380 Sq Ft, Perfect For Your Calm Living In North Bagichagaon",3.0,3.0,9.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55,0.0,1.0,3985.51,high
Well Defined And Nice Living Space Of 1390 Sq Ft Is Up For Sale In North Bagichagaon,3.0,3.0,8.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,4028.78,medium
See This Nicely Planned 1200 Sq Ft Flat Which Is Up For Sale In Jhautola Nearby Medi Hospital Private Ltd..,3.0,3.0,7.0,vacant,1200.0,cumilla,"Shaheed Shamsul Haque Sarak, Jhautola",jhautola,0.48,0.0,1.0,4000.0,medium
Emanate Your Knack For Gardening By Selling This 1470 Sq.Ft Flat At North Bagichagaon With Massive Balconies,3.0,3.0,11.0,vacant,1470.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,3809.52,high
1400 Sq. Ft. Flat In Race Course Is Up For Sale Near Racecourse Cemetry,3.0,3.0,2.0,vacant,1400.0,cumilla,"North Race Course, Race Course",race course,0.53,0.0,1.0,3785.71,low
Get Ready For Your Countless Peaceful Days With This 1350 Sq Ft Flat At South Thakur Para Is Up To Sale,3.0,3.0,4.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.47,0.0,1.0,3481.48,medium
"With An Awesome Environment A 900 Sq Ft Flat Is Vacant For Sale In Rammala Road, South Thakur Para",2.0,2.0,6.0,vacant,900.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.32,0.0,1.0,3555.56,medium
"Positioned At Thakur Para, 1350 Sq Ft Residential Apartment Is Quite Accessible For Owning",3.0,3.0,5.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.51,0.0,1.0,3777.78,medium
"3 Bedroom, 3 Bathroom Apartment With A View Is Up For Sale Nearby Jhautola Jame Masjid",3.0,3.0,10.0,vacant,1547.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.59,0.0,1.0,3813.83,high
"A 1080 Sq Ft Residential Apartment For Sale At Rammala Road, Thakur Para",2.0,2.0,5.0,vacant,1080.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.38,0.0,1.0,3518.52,medium
Grab This 1550 Square Feet Flat Up For Sale In Jhautola,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.65,0.0,1.0,4193.55,high
1550 Sq Feet Flat For Sale In Jhautola,3.0,3.0,11.0,vacant,1550.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.65,0.0,1.0,4193.55,high
In The Location Of Jhautola An Adequate 3 Bedroom House Is For Sale .,3.0,3.0,9.0,vacant,1500.0,cumilla,"Shahid Khawaja Nizamuddin Road, Jhautola",jhautola,0.6,0.0,1.0,4000.0,high
This 1350 Sq Feet Flat For Sale In Thakurpara Close To Thakurpara Jame Masjid.,3.0,3.0,3.0,vacant,1350.0,cumilla,"South Thakur Para, Thakur Para",thakur para,0.51,0.0,1.0,3777.78,low
Fine Flat Is Now For Sale Which Is In Manoharpur Near Janata Bank Limited,3.0,2.0,8.0,vacant,1025.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.55,0.0,1.0,5365.85,medium
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1200 Sq Ft Space In Monoharpur, Kandirpara",3.0,3.0,9.0,vacant,1200.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.55,0.0,1.0,4583.33,high
"Dwell In This Apartment Of 1380 Sq Ft, Perfect For Your Calm Living In North Bagichagaon",3.0,3.0,9.0,vacant,1380.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.55,0.0,1.0,3985.51,high
Well Defined And Nice Living Space Of 1390 Sq Ft Is Up For Sale In North Bagichagaon,3.0,3.0,8.0,vacant,1390.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.56,0.0,1.0,4028.78,medium
"1415 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3.0,3.0,1.0,vacant,1415.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.57,0.0,1.0,4028.27,low
1445 Square Feet Nice Flat For Sale In Mogbari Choumohoni,3.0,3.0,3.0,vacant,1445.0,cumilla,"Mogbari Choumohoni, Chotora",chotora,0.58,0.0,1.0,4013.84,low
"Buy This Nice Flat Of 1450 Sq Ft, Which Is Located At North Bagichagaon",3.0,3.0,11.0,vacant,1450.0,cumilla,"North Bagichagaon, Bagichagaon",bagichagaon,0.59,0.0,1.0,4068.97,high
In The Location Of West Bagichagoun An Adequate 985 Sq.Ft House Is For Sale Near By Diabetic Hospital.,2.0,2.0,8.0,vacant,985.0,cumilla,"West Bagichagoun, Bagichagaon",bagichagaon,0.39,0.0,1.0,3959.39,medium
1013 Sq Ft Nice Flat Is Available For Sale In Manoharpur,3.0,3.0,7.0,vacant,1013.0,cumilla,"Manoharpur, Kandirpar",kandirpar,0.5,0.0,1.0,4935.83,medium
"1050 Sq Ft Residential Flat With 2 Bedrooms And Other Features, Is Up For Sale In Moghultoli",2.0,2.0,8.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.42,0.0,1.0,4000.0,medium
"1020 Sq Ft Flat Is Available For Sale In Shah Shuja Mosque Road, Moghultoli",2.0,2.0,8.0,vacant,1020.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.41,0.0,1.0,4019.61,medium
A Convenient And Well-constructed 1050 Sq.Ft Flat Is For Sale At Moghultoli Very Close To Shah Shuja Mosque,2.0,2.0,7.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.42,0.0,1.0,4000.0,medium
"Built With Modern Amenities, Check This 1050 Sq Ft Flat Which Is Up For Sale At Shah Shuja Mosque Road, Moghultoli",2.0,2.0,1.0,vacant,1050.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.44,0.0,1.0,4190.48,low
Covering 1020 Sq Ft Space A Flat Is Up For Sale In Moghultoli Nearby Shah Suja Masjid,2.0,2.0,7.0,vacant,1020.0,cumilla,"Shah Shuja Mosque Road, Moghultoli",moghultoli,0.41,0.0,1.0,4019.61,medium
Visit This Flat For Sale In Narayanganj Near Mizmizi Paschim Para High School.,,,,,,narayanganj,"Ati, Shiddhirganj",shiddhirganj,0.25,0.0,1.0,,
A 1525 Square Feet Large And Spacious Residential Apartment At Shiddhirganj For Sale,3.0,3.0,2.0,vacant,1525.0,narayanganj,"Mizmizi, Shiddhirganj",shiddhirganj,0.68,0.0,1.0,4459.02,low
"Vacant For Sale In Matuail, A 1050 Sq. Ft. Well Defined Flat",3.0,2.0,8.0,vacant,1050.0,narayanganj,"Matuail, Demra",demra,0.6,0.0,1.0,5714.29,medium
"A Modern Flat Of 1380 Sq Ft Is Up For Sale In New Town R/a, Demra",3.0,2.0,6.0,vacant,1380.0,narayanganj,"Matuail, Demra",demra,0.65,0.0,1.0,4710.14,medium
Affordable And Nice Flat Is Up For Sale In Matuail Which Is 981 Sq Ft,2.0,2.0,7.0,vacant,981.0,narayanganj,"Matuail, Demra",demra,0.55,0.0,1.0,5606.52,medium
"1050 Sq Ft Ready Flat For Sale In Matuail, New Town R/a",3.0,3.0,6.0,vacant,1050.0,narayanganj,"Matuail, Demra",demra,0.8,0.0,1.0,7619.05,medium
"Avail The Amazing Offer Of Buying A 130 Sq Ft Commercial Shop In Tongi, Gazipur",,,4.0,vacant,130.0,gazipur,"Tongi, Gazipur Sadar Upazila",gazipur sadar upazila,0.5,1.0,0.0,38461.54,medium
"1050 Sq Ft Apartment Is Up For Sale In Tongi, Gazipur",3.0,3.0,8.0,vacant,1050.0,gazipur,"Tongi, Gazipur Sadar Upazila",gazipur sadar upazila,0.4,0.0,1.0,3809.52,medium
"Buy This 1350 Sq Ft Amazing Flat In Gazipur, Joydebpur With A Nice Surrounding",3.0,3.0,8.0,vacant,1350.0,gazipur,"Joydebpur, Gazipur Sadar Upazila",gazipur sadar upazila,0.45,0.0,1.0,3333.33,medium
"Deal With This 1174 Square Feet Residential Apartment Set To Sale At Shimultoly, Gazipur",3.0,3.0,9.0,vacant,1174.0,gazipur,"Shimultoly, Gazipur Sadar Upazila",gazipur sadar upazila,0.47,0.0,1.0,4003.41,high
