Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr
1500 Sq Ft Residence Is For Sale At West Khulshi,3.0,3.0,6,vacant,1500.0,chattogram,"West Khulshi, 9 No. North Pahartali Ward",north pahartali ward,0.9
"Buy This 1760 Sq Ft Ready Apartment In Muradpur, Nasirabad Housing Society",3.0,4.0,1,vacant,1760.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.31
"200 Sq Ft Shop Area Is Up For Sale In Muradpur, Nasirabad Housing Society",,,,vacant,200.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.3
Modern 1520 Sq Ft Apartment For Sale in South Khulshi,3.0,3.0,3,vacant,1520.0,chattogram,"South Khulshi, Khulshi",khulshi,1.0
A Structurally Well Set 1950 Sq Ft Commercial Space For Sale Is Available In South Kattali,,,4,vacant,1950.0,chattogram,"Port Connecting Road, 11 No. South Kattali Ward",south kattali ward,1.07
"This 10000 Sq Ft Commercial Space Is Up For Sale At Cda Avenue, East Nasirabad",,,10,vacant,10000.0,chattogram,"CDA Avenue, East Nasirabad",east nasirabad,30.0
This 1387 Sq.Ft Home In Green Valley -Bayazid Is Up For Sale In A Wonderful Neighborhood,3.0,3.0,3,vacant,1387.0,chattogram,"Green Valley, Bayazid",bayazid,0.8
"An apartment up for sale in Firingee Bazaar Ward, near Dutch-Bangla Bank Limited | ATM Booth",3.0,3.0,12,vacant,1400.0,chattogram,"R C Church Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.75
At Alkaran Road 2252 Square Feet Large Residential Apartment For Sale,4.0,4.0,3,vacant,2252.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward",alkoron ward,1.13
A well-constructed 1429 SQ FT flat is for sale in Bayazid-Chattogram DOHS .,3.0,3.0,3,vacant,1429.0,chattogram,"Chattogram DOHS, Bayazid",bayazid,0.8
See This Shop Space For Sale Located In Halishahar Near To Navy Hospital,,,,vacant,169.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.42
Offering You A Full Building Up For Sale In Patenga Near Patenga Model Thana,7.0,8.0,4,vacant,2800.0,chattogram,"40 No. North Patenga Ward, Patenga",patenga,3.0
"At Bagmoniram, A 1800 Sq Ft Well Fitted Residential Property Is On Sale",3.0,4.0,5,vacant,1800.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward",bagmoniram ward,1.6
Luxury All Around In This 1400 Sq.Ft West Nimtala Flat Which Is Up For Sale.,4.0,3.0,4,vacant,1400.0,chattogram,"Bandar, 36 Goshail Danga Ward",36 goshail danga ward,0.7
"We Are Offering You This 1620 Sq Ft Apartment For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,7,vacant,1620.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.09
Grab 1646 Sq Ft Apartment For Sale At Khulshi,3.0,4.0,8,vacant,1646.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.1
"Buy This 1686 Sq Ft Apartment At Khushi, Yakub Future Park Housing",3.0,4.0,1,vacant,1686.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.13
Let Us Introduce You To This 1336 Sq Ft Flat Up For Sale In West Khulshi R/a,3.0,3.0,8,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67
1545 Sq Ft Flat With Great Floor Plan Is For Sale In West Khulshi R/a,3.0,3.0,6,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.77
Buy This Spacious 1699 Sq Ft Flat In West Khulshi R/a,3.0,3.0,5,vacant,1699.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.85
View This Secured 1545 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,5,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.77
"Buy This Nicely Built 1336 Sq Ft Flat In 9 No. North Pahartali Ward, West Khulshi R/a",3.0,3.0,5,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67
1750 Sq Ft Flat Is Now For Sale In B-block Chandgaon R/a,4.0,4.0,3,vacant,1750.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.95
"This 1110 Sq Ft Apartment Is Ready For Sale In Double Mooring, 12 No. Sarai Para Ward",3.0,3.0,4,vacant,1110.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.44
View This Secured 1545 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,5,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.77
"Buy This Nicely Built 1336 Sq Ft Flat In 9 No. North Pahartali Ward, West Khulshi R/a",3.0,3.0,5,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67
1750 Sq Ft Flat Is Now For Sale In B-block Chandgaon R/a,4.0,4.0,3,vacant,1750.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.95
Spacious 2120 Sq Ft Apartment For Sale At Khulshi Hill R/a,3.0,3.0,5,vacant,2120.0,chattogram,"North Khulshi, Khulshi",khulshi,1.9
test lsitin ma,,,,,,chattogram,,,0.04
Residential Plot Is Up For Sale In West Khulshi Nearby National Polytechnic College,,,,,,chattogram,"West Khulshi, 9 No. North Pahartali Ward",north pahartali ward,1.5
Rarely Available A 1155 Sq Ft Apartment Is Up For Sale At Halishahar Nearby Khan Bari Baitush Sharaf Jame Mosque,,,,,,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.37
Look At This 1200 Square Feet Residential Apartment For Sale At Momin Bagh R/A,,,,,,chattogram,"Ali Nagar, Bayazid",bayazid,0.45
Beautiful and well-constructed 1300 SQ Ft apartment is ready for sale at Bayazid nearby Surma Colony Jame Mosjid.,,,,,,chattogram,"Hill View R/A, Bayazid",bayazid,0.6
test listing ma 21.6:8,,,,,,chattogram,,,0.0
1530 Sq Ft Flat Is Now Vacant For Sale In Mehidibag,3.0,3.0,2,vacant,1530.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward",bagmoniram ward,1.2
A Well-structured Flat Of 1162 Sq Ft Is Up For Sale In Khulshi Green Housing Society,3.0,3.0,7,vacant,1162.0,chattogram,"Khulshi Green Housing Society, Khulshi",khulshi,0.7
1592 Square Feet -3 Bedroom Residential Apartment For Sale At 16 No. Chawk Bazaar Ward.,3.0,4.0,7,vacant,1592.0,chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",chawk bazaar ward,0.86
Well-constructed And Spacious 1873 Sq Ft Flat For Sale In Firingee Bazaar Ward,4.0,3.0,6,vacant,1873.0,chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",firingee bazaar ward,1.27
Deal With This 1858 Sq Ft Apartment For Sale At South Khulsi,4.0,4.0,1,vacant,1858.0,chattogram,"South Khulshi, Khulshi",khulshi,1.6
"1500 Sq Ft Nice Flat For Sale In Panchlaish, Katalgonj",3.0,3.0,4,vacant,1500.0,chattogram,"Katalgonj, Panchlaish",panchlaish,1.1
Charming Apartment Of 1186 Sq Ft Is Up For Sale In Dewan Bazar,3.0,3.0,3,vacant,1186.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.53
Visit This 1300 Square Feet Flat For Sale At South Agrabad.,3.0,3.0,1,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72
Nearby CDA Central Mosque A Residential Apartment For Sale,3.0,3.0,1,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72
1226 Sq Ft Apartment Is Up For Sale At Lal Khan Bazaar Near To Chatogram Government Women&amp;#039;s College,3.0,3.0,7,vacant,1226.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.7
1054 Sq Ft Cozy Apartment Is Ready For Sale At Lalkhanbazar,2.0,2.0,6,vacant,1054.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.65
"1415 Sq Ft Apartment Is Ready To Sale In Double Mooring, Saraipara",3.0,3.0,1,vacant,1415.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.58
Have A Look At This 1304 Sq Ft Property Which Is Up For Sale Located At 10 No. North Kattali Ward,3.0,3.0,7,vacant,1304.0,chattogram,"Ishan Mohajon Road, 10 No. North Kattali Ward",north kattali ward,0.6
"2100 Sft Apartment For Sale At Vip H/s,south Khulshi, Chattagram",3.0,3.0,2,vacant,2100.0,chattogram,"VIP Housing Society, South Khulsi",south khulsi,1.68
115 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward,,,1,vacant,115.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.4
Set Up Your New 115 Sq.ft Office In The Location Of Jamal Khan For Sale,,,1,vacant,115.0,chattogram,"Momin Road, Jamal Khan",jamal khan,0.14
3 Katha Residential Plot For Sale In Jalalabad Housing Society,,,,vacant,2160.0,chattogram,"Road No 2, Jalalabad Housing Society",jalalabad housing society,1.65
"1800 Sq Ft Flat With Updated Features For Sale At Bayazid, Chadra Nagar",4.0,3.0,9,vacant,1800.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.9
Select Your Next Residing Place At This Nice Flat Of 1100 Sq Ft In Kazir Dewri,3.0,3.0,1,vacant,1100.0,chattogram,"Shahid Saifuddin Khaled Road, Kazir Dewri",kazir dewri,0.75
A 1300 Sq Ft Flat Is Up For Sale In A Well Secured Location Of South Khulshi,3.0,3.0,2,vacant,1300.0,chattogram,"South Khulshi, Khulshi",khulshi,0.97
Grab This 1162 Sq Ft Flat For Sale At Bayazid,3.0,2.0,4,vacant,1162.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.5
Apartment Of 1253 Sq Ft For Sale In Dewan Bazar,3.0,3.0,6,vacant,1253.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.56
1500 Sq Ft Apartment To Sale In Bakalia Near To Korbanigonj Masjid,3.0,3.0,2,vacant,1500.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.82
A Very Beautiful 90 Sq Ft Shop Is Now Available For Sale In 16 No. Chawk Bazaar Ward,,,2,vacant,90.0,chattogram,"Chawk Bazar, 16 No. Chawk Bazaar Ward",chawk bazaar ward,0.27
"1350 Sq Ft Apartment With 3 Bedrooms For Sale In Bakalia, Nabab Siraj Ud Daula Road",3.0,3.0,1,vacant,1350.0,chattogram,"Nabab Siraj Ud Daula Road, Bakalia",bakalia,0.8
See This 1740 Sq Ft Apartment For Sale Is All Set For You In South Khulshi,3.0,3.0,1,vacant,1740.0,chattogram,"South Khulshi, Khulshi",khulshi,1.25
Well-constructed And Spacious 1873 Sq Ft Flat For Sale In Firingee Bazaar Ward,4.0,3.0,6,vacant,1873.0,chattogram,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward",firingee bazaar ward,1.27
A 1300 Sq Ft Flat Is Up For Sale In A Well Secured Location Of South Khulshi,3.0,3.0,2,vacant,1300.0,chattogram,"South Khulshi, Khulshi",khulshi,0.97
"This 1370 Sq Ft Apartment Up For Sale In Muradpur, Near Sunshine Grammar School &amp; College",3.0,3.0,7,vacant,1370.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.32
A 110 Square Feet Commercial Shop For Sale Beside To Haji Camp Shahaji Jame Masjid At 9 No. North Pahartali Ward.,,,1,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
"156 Sq Ft Cozy Shop For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31
Grab This 2622 Sq Ft Apartment Available To Sale In Nasirabad,4.0,5.0,9,vacant,2622.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,3.02
2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4.0,5.0,9,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.91
"Apartment For Sale In West Firojshah Colony, Near Pashchim Ferozshah Jaame Masjid",3.0,3.0,5,vacant,1331.0,chattogram,"West Firojshah colony, 9 No. North Pahartali Ward",north pahartali ward,0.65
"Nice Flat Can Be Found In West Firojshah Colony For Sale, Near Pashchim Ferozshah Jaame Masjid",3.0,3.0,6,vacant,1331.0,chattogram,"West Firojshah colony, 9 No. North Pahartali Ward",north pahartali ward,0.65
1350 Sq Ft Flat Is Set For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,7,vacant,1350.0,chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.7
Economical 1587 Sq Feet Ready Flat Sale At Bayazid Close to East Delta University,4.0,4.0,5,vacant,1587.0,chattogram,"Bayazid Nagar Residential Area, Bayazid",bayazid,1.0
1305 Apartment In A Convenient Price Is For Sale At South Khulshi,3.0,3.0,8,vacant,1305.0,chattogram,"South Khulshi, Khulshi",khulshi,1.1
1530 Sq Ft Flat Is Now Vacant For Sale In Mehidibag,3.0,3.0,2,vacant,1530.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward",bagmoniram ward,1.2
Buy This 950 Sq Ft Residential Apartment In Ali Nagar Nearby Hill View Public School,2.0,2.0,5,vacant,950.0,chattogram,"Ali Nagar, Bayazid",bayazid,0.4
Grab This 920 Sq Ft Ready Apartment To Sale In Bakalia,2.0,2.0,9,vacant,920.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.58
Grab This 1994 Sq Ft Apartment Ready To Sale In Sugandha Residential Area,3.0,4.0,2,vacant,1994.0,chattogram,"Sugandha Residential Area, Panchlaish",panchlaish,1.55
1860 Sq Ft Nicely Planned Apartment Is Available For sale In Panchlaish Residential Area,3.0,4.0,10,vacant,1860.0,chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",chawk bazaar ward,1.75
View This 1320 Sq Ft Nice Apartment Ready For Sale At Jamal Khan,3.0,3.0,2,vacant,1320.0,chattogram,"Jamal Khan Road, Jamal Khan",jamal khan,0.95
"Buy This Nicely Designed 1750 Sq Ft Flat In East Nasirabad, Zakir Hossain By Lane",3.0,4.0,7,vacant,1750.0,chattogram,"Zakir Hossain By Lane, East Nasirabad",east nasirabad,1.23
"A Favorable Flat Of 1565 Sq Ft Is Ready For Sale In Sholokbahar, Abdul Hamid Road",3.0,3.0,9,vacant,1565.0,chattogram,"Abdul Hamid Road, Sholokbahar",sholokbahar,0.9
"2680 Sq Ft Residential Plot Is Up For Sale At Sholokbahar, Al-madani Road",,,,vacant,2680.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,1.8
See This Lovely 2 Bedroom Flat For Sale In Chotopole,2.0,2.0,2,vacant,1013.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.42
120 Sq Ft Advanced Shop Area For Sale In 9 No. North Pahartali Ward,,,5,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.42
We Are Manifesting You This 105 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,1,vacant,105.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.37
View This Amazing Shop Space Of 120 Sq Ft For Sale In 9 No. North Pahartali Ward,,,3,vacant,120.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.42
Well Developed Flat Of 1262 Sq Ft Is Up For Sale In Dewan Bazar,3.0,3.0,1,vacant,1262.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.57
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1600 Sq Ft Space In Yakub Future Park Housing, Khulshi",3.0,3.0,2,vacant,1600.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.2
"Take The Deal Of Buying This 103 Sq Ft Commercial Area At Double Mooring, South Agrabad",,,3,vacant,103.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.32
3 Katha Residential Plot For Sale In Jalalabad Housing Society,,,,vacant,2160.0,chattogram,"Road No 2, Jalalabad Housing Society",jalalabad housing society,1.65
"1800 Sq Ft Flat With Updated Features For Sale At Bayazid, Chadra Nagar",4.0,3.0,9,vacant,1800.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.9
A Well-structured Flat Of 1162 Sq Ft Is Up For Sale In Khulshi Green Housing Society,3.0,3.0,7,vacant,1162.0,chattogram,"Khulshi Green Housing Society, Khulshi",khulshi,0.7
1592 Square Feet -3 Bedroom Residential Apartment For Sale At 16 No. Chawk Bazaar Ward.,3.0,4.0,7,vacant,1592.0,chattogram,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward",chawk bazaar ward,0.86
Select Your Next Residing Place At This Nice Flat Of 1100 Sq Ft In Kazir Dewri,3.0,3.0,1,vacant,1100.0,chattogram,"Shahid Saifuddin Khaled Road, Kazir Dewri",kazir dewri,0.75
"Well Constructed 1628 Sq Ft Flat For Sale In South Khulsi, Near Khulshi Town Center",3.0,3.0,5,vacant,1628.0,chattogram,"South Khulshi, Khulshi",khulshi,1.3
"Close To Indian Embassy, An Apartment Of 3 Bedrooms For Sale Is Available In Khulshi",3.0,3.0,4,vacant,1600.0,chattogram,"Habib Lane, Khulshi",khulshi,1.0
"900 Sq Ft Apartment For Sale In Bayazid, Near Ashekane Awlia Degree College",2.0,2.0,2,vacant,900.0,chattogram,"Shahid Nagar, Bayazid",bayazid,0.48
Affordable And Wonderful 1420 Sq.Ft Flat Up For Sale In Muradpur,3.0,3.0,4,vacant,1420.0,chattogram,"1 No Railway Gate, Muradpur",muradpur,0.71
Grab This Lovely Flat Of 1632 Sq Ft Is Up For Sale In Firingee Bazaar Before It&#039;s Sold Out,3.0,3.0,8,vacant,1632.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.92
"Available In Nasirabad Housing Society, A 1783 Sq Ft Apartment Is Up For Sale.",3.0,3.0,7,vacant,1783.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.16
2622 Sq Ft Apartment Is For Sale In 15 No. Bagmoniram Ward,5.0,5.0,2,vacant,2622.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,3.02
Office For Sale In Pathantooly Adjacent To Bangla Bazar Mosque .,,,4,vacant,14528.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,35.0
"A Newly Constructed Apartment In Gulshan R/a, Is Available For Sale Which Is 1620 Sq Ft",3.0,3.0,4,vacant,1620.0,chattogram,"Bangla Bazar, Bayazid",bayazid,0.68
Well Defined Flat Of 1300 Sq Ft In Nasirabad Is Available For Sale,2.0,2.0,2,vacant,950.0,chattogram,"Nasirabad, Bayazid",bayazid,0.47
Grab this 1050 Sq Ft Flat For Sale At Nasirabad,3.0,2.0,6,vacant,1050.0,chattogram,"Nasirabad, Bayazid",bayazid,0.42
1550 Sq Ft Flat Is Now To sale Which Is In Chawk Bazaar,3.0,4.0,8,vacant,1550.0,chattogram,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",chawk bazaar ward,1.2
Amazing Three Bedroom Flat with Lovely Views Is Up for Sale At 31 No. Alkoron Ward,3.0,2.0,1,vacant,1075.0,chattogram,"Alkaran Road, 31 No. Alkoron Ward",alkoron ward,0.6
An Amazing Home Of 1100 Sq.Ft Is Up For Sale In 14 No. Lalkhan Bazaar Ward.,3.0,3.0,5,vacant,1100.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.65
1100 Square Feet Luxurious Apartment Is Ready For Sale At 14 No. Lalkhan Bazaar Ward,3.0,3.0,4,vacant,1100.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.7
At Mehidibag 1800 Sq.ft Ready Flat Is For Sale Close To Mehidibag Jame Masjid.,3.0,4.0,6,vacant,1800.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward",bagmoniram ward,1.2
This 1630 Sq.Ft Brand new Flat In Muradpur With A Convenient Price Is Up For Sale,3.0,3.0,4,vacant,1630.0,chattogram,"1 No Railway Gate, Muradpur",muradpur,0.82
Nice 1699 Sq Ft Home Is Available For Sale In West Khulshi R/A,3.0,3.0,3,vacant,1699.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.85
Beautifully Constructed 1336 Sq Ft Flat Is Available For Sale In West Khulshi R/a,3.0,3.0,3,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67
A well-constructed 1800 SQ FT flat is for sale in 26 No. North Halishahar Ward,3.0,4.0,13,vacant,1800.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,1.34
A well-constructed 1540 SQ FT flat is for sale in 9 No. North Pahartali Ward,3.0,3.0,9,vacant,1540.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.74
"Buy This Marvelous 2500 Sq Ft Ready Apartment In 15 No. Bagmoniram Ward, Nasirabad",3.0,4.0,8,vacant,2500.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.15
Delightful Apartment Of 1500 Sq Ft Is Available For Sale In Bakalia,3.0,2.0,5,vacant,1500.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.95
"Check Out This 1544 Sq Ft Ready Apartment To Buy At Sholokbahar, Al-madani Road",3.0,3.0,1,vacant,1544.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.93
"Buy This 1644 Sq Ft Apartment At Sholokbahar, Al-Madani Road",3.0,3.0,9,vacant,1644.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.99
Commercial Arena Of 147 Sq Ft Is Up For Sale At Double Mooring,,,3,vacant,147.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.41
Pleasant Apartment Covering An Area Of 2000 Sq Ft Is Waiting To Sale At Jangalpara,3.0,3.0,8,vacant,2000.0,chattogram,"Jangalpara, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.85
A 1200 Square Feet Apartment Is For Sale Is All Set For You In Dewan Bazar Nearby Khejurtoli Mosque,3.0,3.0,1,vacant,1200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.77
1235 Square Feet Apartment Is For Sale Near Abdul Hamid Sawdagar High School,3.0,3.0,10,vacant,1235.0,chattogram,"6 No East Sholoshohor Ward, Bakalia",bakalia,0.41
Visit This Apartment For Sale In Chasma Hill R/A Near Hossain Ahmed Chowdhury City Corporation School &amp; College,3.0,3.0,5,vacant,1252.0,chattogram,"Chasma Hill R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.65
An Apartment For Sale Is Available In South Agrabad,3.0,3.0,3,vacant,1300.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.72
Ample office of 100 sq ft is waiting for sale in Double Mooring,,,1,vacant,100.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.4
Shop for sale in Chandgaon nearby EBL,,,,vacant,125.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.28
"A Perfect Flat Of 1300 Sq Ft For Living With Family Is Available For Sale At Chandgaon R/a, 4 No Chandgaon Ward",3.0,3.0,4,vacant,1300.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.78
110 Sq Ft Nice Shop For Sale In 9 No. North Pahartali Ward,,,1,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38
"Grab A 1300 Sq Ft Flat For Sale At Chandgaon R/a, 4 No Chandgaon Ward",3.0,3.0,4,vacant,1300.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.78
Prominent 2289 Sq Ft Ready Flat For Sale In Bagmoniram,3.0,3.0,7,vacant,2289.0,chattogram,"Mehidibag, 15 No. Bagmoniram Ward",bagmoniram ward,2.6
"1350 Sq Ft Apartment For Sale In Forest Institute Road, West Sholoshohor",3.0,3.0,2,vacant,1350.0,chattogram,"Forest Institute Road, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.93
1627 Sq Ft Flat Is For Sale At 26 No. North Halishahar Ward,3.0,3.0,7,vacant,1627.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,1.05
This Flat In North Halishahar With A Convenient Price Is Up For Sale,3.0,3.0,1,vacant,1490.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.67
156 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,4,vacant,156.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.31
A 435 Sq. Ft. Commercial Shop Is Available To Sale In Bakalia Nearby Dewan Bazar.,,,2,vacant,435.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.7
This 212 Sq.ft. Shop Is For Sale At Bakalia Near Terry Bazar,,,1,vacant,212.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.75
Offering You 1301 Sq Ft Flat For Sale In Nasirabad,3.0,4.0,3,vacant,1301.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,1.1
1400 Sq Ft Apartment To Sale In Dewan Bazar Next To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,3.0,3.0,3,vacant,1400.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.77
1685 Sq Ft Apartment To Sale In Bakalia Beside To Majid Sawdagor Masjid,3.0,3.0,2,vacant,1685.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.93
1500 Sq Ft Apartment To Sale In Bakalia Near Khanka-E-Quaderia Sayedia Tayabia Baluar Dighi,3.0,3.0,2,vacant,1500.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.82
In The Location Of Patenga A Residential Plot Is For Sale Near Muslimabad Alhaj Solaiman Contractor Jame Masjid,,,,vacant,1958.0,chattogram,"40 No. North Patenga Ward, Patenga",patenga,0.55
"1500 Sq Ft Nice Apartment To Sale In Ghat Farhat Beg , Bakalia",3.0,3.0,1,vacant,1500.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.82
An Apartment Which Is Up For Sale At Double Mooring Near To Osman Goni Jame Masjid,3.0,3.0,3,vacant,1250.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.5
A well-constructed 2420 SQ FT flat is for sale in 33 No. Firingee Bazaar Ward,3.0,3.0,8,vacant,2420.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,1.33
A Well-constructed 1250 Sq Ft Flat Is For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,2,vacant,1250.0,chattogram,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.65
Express Your Individuality At This 1400 Sq.ft Apartment Which Is Vacant For Sale In The Location Of Jamal Khan Close To Ashkar Dighir Purba Par Masjid.,3.0,3.0,6,vacant,1400.0,chattogram,"Shahid Saifuddin Khaled Road, Jamal Khan",jamal khan,1.0
In 26 No. North Halishahar Ward A Standard Flat Is For Sale,3.0,3.0,8,vacant,1300.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,0.54
Buy This 100 Sq Ft Shop At Reazuddin Bazar,,,,vacant,100.0,chattogram,"Reazuddin Bazar, 31 No. Alkoron Ward",alkoron ward,0.38
100 Sq Ft Commercial Shop Is Up For Sale At Reazuddin Bazar,,,,vacant,100.0,chattogram,"Reazuddin Bazar, 31 No. Alkoron Ward",alkoron ward,0.38
